at;content;cleaning;case_folding;hasil_normalisasi;tokenize;stopword removal;steming_data;stemming;Score;Sentiment
2025-02-25 22:57:15;Aplikasi nya tidak siap, banyak bug nya, mulai dari tiket yang sudah di daftarkan tiba2 hilang, ngomongnya kesalahan data, udah pilih tema ngomongnya anda belum pilih tema, dana buat bikin aplikasi di korupsi yang gini ini, bukannya malah membantu, malah menyusahkan, tipikal aplikasi pemerintah;Aplikasi nya tidak siap banyak bug nya mulai dari tiket yang sudah di daftarkan tiba hilang ngomongnya kesalahan data udah pilih tema ngomongnya anda belum pilih tema dana buat bikin aplikasi di korupsi yang gini ini bukannya malah membantu malah menyusahkan tipikal aplikasi pemerintah;aplikasi nya tidak siap banyak bug nya mulai dari tiket yang sudah di daftarkan tiba hilang ngomongnya kesalahan data udah pilih tema ngomongnya anda belum pilih tema dana buat bikin aplikasi di korupsi yang gini ini bukannya malah membantu malah menyusahkan tipikal aplikasi pemerintah;aplikasi ya tidak siap banyak bug ya mulai dari tiket yang sudah di daftarkan tiba hilang mengomongnya kesalahan data sudah pilih tema mengomongnya anda belum pilih tema dana buat bikin aplikasi di korupsi yang begini ini bukannya malah membantu malah menyusahkan tipikal aplikasi pemerintah;['aplikasi', 'ya', 'tidak', 'siap', 'banyak', 'bug', 'ya', 'mulai', 'dari', 'tiket', 'yang', 'sudah', 'di', 'daftarkan', 'tiba', 'hilang', 'mengomongnya', 'kesalahan', 'data', 'sudah', 'pilih', 'tema', 'mengomongnya', 'anda', 'belum', 'pilih', 'tema', 'dana', 'buat', 'bikin', 'aplikasi', 'di', 'korupsi', 'yang', 'begini', 'ini', 'bukannya', 'malah', 'membantu', 'malah', 'menyusahkan', 'tipikal', 'aplikasi', 'pemerintah'];['aplikasi', 'ya', 'bug', 'ya', 'tiket', 'daftarkan', 'hilang', 'mengomongnya', 'kesalahan', 'data', 'pilih', 'tema', 'mengomongnya', 'pilih', 'tema', 'dana', 'bikin', 'aplikasi', 'korupsi', 'membantu', 'menyusahkan', 'tipikal', 'aplikasi', 'pemerintah'];aplikasi ya bug ya tiket daftar hilang omong salah data pilih tema omong pilih tema dana bikin aplikasi korupsi bantu susah tipikal aplikasi perintah;aplikasi ya bug ya tiket daftar hilang omong salah data pilih tema omong pilih tema dana bikin aplikasi korupsi bantu susah tipikal aplikasi perintah;-19.0;Negatif
2025-02-25 19:13:31;Aplikasi kayak masih beta udah di rilis wkwkw;Aplikasi kayak masih beta udah di rilis wkwkw;aplikasi kayak masih beta udah di rilis wkwkw;aplikasi kayak masih beta sudah di rilis wkwkw;['aplikasi', 'kayak', 'masih', 'beta', 'sudah', 'di', 'rilis', 'wkwkw'];['aplikasi', 'kayak', 'beta', 'rilis', 'wkwkw'];aplikasi kayak beta rilis wkwkw;aplikasi kayak beta rilis wkwkw;-7.0;Negatif
2025-02-25 16:46:39;Allahu Robby... Mau verifikasi aja kode Verifikasi masuknya ke email 24 jam kemudian, padahal batas pemakaian cuma satu setengah menit, Iki ngopo to Jane? Malesi banget.. Padahal mau mengikuti anjuran pemerintah malah mau masuk aja susah.. Tolong dong beritahu saya masalahnya dimana, soale yang aplikasi pajak juga sama..;Allahu Robby Mau verifikasi aja kode Verifikasi masuknya ke email jam kemudian padahal batas pemakaian cuma satu setengah menit Iki ngopo to Jane Malesi banget Padahal mau mengikuti anjuran pemerintah malah mau masuk aja susah Tolong dong beritahu saya masalahnya dimana soale yang aplikasi pajak juga sama;allahu robby mau verifikasi aja kode verifikasi masuknya ke email jam kemudian padahal batas pemakaian cuma satu setengah menit iki ngopo to jane malesi banget padahal mau mengikuti anjuran pemerintah malah mau masuk aja susah tolong dong beritahu saya masalahnya dimana soale yang aplikasi pajak juga sama;allahu robby mau verifikasi saja kode verifikasi masuknya ke email jam kemudian padahal batas pemakaian cuma satu setengah menit iki ngopo tapi jane malesi banget padahal mau mengikuti anjuran pemerintah malah mau masuk saja susah tolong dong beritahu saya masalahnya dimana soale yang aplikasi pajak juga sama;['allahu', 'robby', 'mau', 'verifikasi', 'saja', 'kode', 'verifikasi', 'masuknya', 'ke', 'email', 'jam', 'kemudian', 'padahal', 'batas', 'pemakaian', 'cuma', 'satu', 'setengah', 'menit', 'iki', 'ngopo', 'tapi', 'jane', 'malesi', 'banget', 'padahal', 'mau', 'mengikuti', 'anjuran', 'pemerintah', 'malah', 'mau', 'masuk', 'saja', 'susah', 'tolong', 'dong', 'beritahu', 'saya', 'masalahnya', 'dimana', 'soale', 'yang', 'aplikasi', 'pajak', 'juga', 'sama'];['allahu', 'robby', 'verifikasi', 'kode', 'verifikasi', 'masuknya', 'email', 'jam', 'batas', 'pemakaian', 'menit', 'iki', 'ngopo', 'jane', 'malesi', 'banget', 'mengikuti', 'anjuran', 'pemerintah', 'masuk', 'susah', 'tolong', 'beritahu', 'dimana', 'soale', 'aplikasi', 'pajak'];allahu robby verifikasi kode verifikasi masuk email jam batas pakai menit iki ngopo jane malesi banget ikut anjur perintah masuk susah tolong beritahu mana soale aplikasi pajak;allahu robby verifikasi kode verifikasi masuk email jam batas pakai menit iki ngopo jane malesi banget ikut anjur perintah masuk susah tolong beritahu mana soale aplikasi pajak;-23.0;Negatif
2025-02-25 16:04:46;Kenapa setelah di-update tiket buat CKGnya malah ilang,terus gimana daftar lagi gabisa.;Kenapa setelah diupdate tiket buat CKGnya malah ilangterus gimana daftar lagi gabisa;kenapa setelah diupdate tiket buat ckgnya malah ilangterus gimana daftar lagi gabisa;kenapa setelah diupdate tiket buat ckgnya malah ilangterus bagaimana daftar lagi tidak bisa;['kenapa', 'setelah', 'diupdate', 'tiket', 'buat', 'ckgnya', 'malah', 'ilangterus', 'bagaimana', 'daftar', 'lagi', 'tidak', 'bisa'];['diupdate', 'tiket', 'ckgnya', 'ilangterus', 'daftar'];diupdate tiket ckgnya ilangterus daftar;diupdate tiket ckgnya ilangterus daftar;1.0;Positif
2025-02-25 15:48:32;Ini gimana saya udah daftar dan pendaftaran nya berhasil.tapi pas mau login malah nggak bisa..tolong dong kalo ada kesalahan dalam pendaftaran atau gimana di kasih info yang jelas kan sebelum daftar udah kasih email juga sama no Hp kan bisa di hubungi;Ini gimana saya udah daftar dan pendaftaran nya berhasiltapi pas mau login malah nggak bisatolong dong kalo ada kesalahan dalam pendaftaran atau gimana di kasih info yang jelas kan sebelum daftar udah kasih email juga sama no Hp kan bisa di hubungi;ini gimana saya udah daftar dan pendaftaran nya berhasiltapi pas mau login malah nggak bisatolong dong kalo ada kesalahan dalam pendaftaran atau gimana di kasih info yang jelas kan sebelum daftar udah kasih email juga sama no hp kan bisa di hubungi;ini bagaimana saya sudah daftar dan pendaftaran ya berhasiltapi pas mau login malah tidak bisatolong dong kalau ada kesalahan dalam pendaftaran atau bagaimana di kasih info yang jelas kan sebelum daftar sudah kasih email juga sama no hp kan bisa di hubungi;['ini', 'bagaimana', 'saya', 'sudah', 'daftar', 'dan', 'pendaftaran', 'ya', 'berhasiltapi', 'pas', 'mau', 'login', 'malah', 'tidak', 'bisatolong', 'dong', 'kalau', 'ada', 'kesalahan', 'dalam', 'pendaftaran', 'atau', 'bagaimana', 'di', 'kasih', 'info', 'yang', 'jelas', 'kan', 'sebelum', 'daftar', 'sudah', 'kasih', 'email', 'juga', 'sama', 'no', 'hp', 'kan', 'bisa', 'di', 'hubungi'];['daftar', 'pendaftaran', 'ya', 'berhasiltapi', 'pas', 'login', 'bisatolong', 'kesalahan', 'pendaftaran', 'kasih', 'info', 'daftar', 'kasih', 'email', 'no', 'hp', 'hubungi'];daftar daftar ya berhasiltapi pas login bisatolong salah daftar kasih info daftar kasih email no hp hubung;daftar daftar ya berhasiltapi pas login bisatolong salah daftar kasih info daftar kasih email no hp hubung;9.0;Positif
2025-02-25 15:11:16;Setelah update aplikasi, semua data tekanan darah yang sudah dientry jadi hilang;Setelah update aplikasi semua data tekanan darah yang sudah dientry jadi hilang;setelah update aplikasi semua data tekanan darah yang sudah dientry jadi hilang;setelah update aplikasi semua data tekanan darah yang sudah dientry jadi hilang;['setelah', 'update', 'aplikasi', 'semua', 'data', 'tekanan', 'darah', 'yang', 'sudah', 'dientry', 'jadi', 'hilang'];['update', 'aplikasi', 'data', 'tekanan', 'darah', 'dientry', 'hilang'];update aplikasi data tekan darah dientry hilang;update aplikasi data tekan darah dientry hilang;1.0;Positif
2025-02-25 14:15:56;Aplikasi busuk;Aplikasi busuk;aplikasi busuk;aplikasi busuk;['aplikasi', 'busuk'];['aplikasi', 'busuk'];aplikasi busuk;aplikasi busuk;-9.0;Negatif
2025-02-25 12:09:44;Memasukkan nik pribadi kok muncul nik suami d edit lagi ngga bs tetap akun utama ya sdh lah .mohon d perbaiki lagi;Memasukkan nik pribadi kok muncul nik suami d edit lagi ngga bs tetap akun utama ya sdh lah mohon d perbaiki lagi;memasukkan nik pribadi kok muncul nik suami d edit lagi ngga bs tetap akun utama ya sdh lah mohon d perbaiki lagi;memasukkan nik pribadi kok muncul nik suami di edit lagi tidak bisa tetap akun utama ya sudah lah mohon di perbaiki lagi;['memasukkan', 'nik', 'pribadi', 'kok', 'muncul', 'nik', 'suami', 'di', 'edit', 'lagi', 'tidak', 'bisa', 'tetap', 'akun', 'utama', 'ya', 'sudah', 'lah', 'mohon', 'di', 'perbaiki', 'lagi'];['memasukkan', 'nik', 'pribadi', 'muncul', 'nik', 'suami', 'edit', 'akun', 'utama', 'ya', 'mohon', 'perbaiki'];masuk nik pribadi muncul nik suami edit akun utama ya mohon baik;masuk nik pribadi muncul nik suami edit akun utama ya mohon baik;7.0;Positif
2025-02-25 07:37:49;Dengan satu sehat Kita tahu kondisi tubuh.;Dengan satu sehat Kita tahu kondisi tubuh;dengan satu sehat kita tahu kondisi tubuh;dengan satu sehat kita tahu kondisi tubuh;['dengan', 'satu', 'sehat', 'kita', 'tahu', 'kondisi', 'tubuh'];['sehat', 'kondisi', 'tubuh'];sehat kondisi tubuh;sehat kondisi tubuh;0.0;Netral
2025-02-25 07:37:36;Apk tlol hpus aj;Apk tlol hpus aj;apk tlol hpus aj;apk tlol hapus saja;['apk', 'tlol', 'hapus', 'saja'];['apk', 'tlol', 'hapus'];apk tlol hapus;apk tlol hapus;-3.0;Negatif
2025-02-25 06:56:04;Sampai saat ini saya belum pernah memakainya paspornya selalu lupa;Sampai saat ini saya belum pernah memakainya paspornya selalu lupa;sampai saat ini saya belum pernah memakainya paspornya selalu lupa;sampai saat ini saya belum pernah memakainya paspornya selalu lupa;['sampai', 'saat', 'ini', 'saya', 'belum', 'pernah', 'memakainya', 'paspornya', 'selalu', 'lupa'];['memakainya', 'paspornya', 'lupa'];maka paspor lupa;maka paspor lupa;1.0;Positif
2025-02-25 06:29:38;Terimakasih Kemenkes;Terimakasih Kemenkes;terimakasih kemenkes;terimakasih kemenkes;['terimakasih', 'kemenkes'];['terimakasih', 'kemenkes'];terimakasih kemenkes;terimakasih kemenkes;5.0;Positif
2025-02-25 06:28:44;Serius ini eror mulu sih engga bisa cek kesehatan gratis;Serius ini eror mulu sih engga bisa cek kesehatan gratis;serius ini eror mulu sih engga bisa cek kesehatan gratis;serius ini eror mulu sih tidak bisa cek kesehatan gratis;['serius', 'ini', 'eror', 'mulu', 'sih', 'tidak', 'bisa', 'cek', 'kesehatan', 'gratis'];['serius', 'eror', 'mulu', 'sih', 'cek', 'kesehatan', 'gratis'];serius eror mulu sih cek sehat gratis;serius eror mulu sih cek sehat gratis;-3.0;Negatif
2025-02-25 06:04:04;Jelek banget aplikasinya. Disuruh daftar cek kesehatan gratis krn ultah Februari tapi pas daftar gak bisa pilih jenis kelamin. So useless;Jelek banget aplikasinya Disuruh daftar cek kesehatan gratis krn ultah Februari tapi pas daftar gak bisa pilih jenis kelamin So useless;jelek banget aplikasinya disuruh daftar cek kesehatan gratis krn ultah februari tapi pas daftar gak bisa pilih jenis kelamin so useless;jelek banget aplikasinya disuruh daftar cek kesehatan gratis karena ultah februari tapi pas daftar tidak bisa pilih jenis kelamin sok useless;['jelek', 'banget', 'aplikasinya', 'disuruh', 'daftar', 'cek', 'kesehatan', 'gratis', 'karena', 'ultah', 'februari', 'tapi', 'pas', 'daftar', 'tidak', 'bisa', 'pilih', 'jenis', 'kelamin', 'sok', 'useless'];['jelek', 'banget', 'aplikasinya', 'disuruh', 'daftar', 'cek', 'kesehatan', 'gratis', 'ultah', 'februari', 'pas', 'daftar', 'pilih', 'jenis', 'kelamin', 'sok', 'useless'];jelek banget aplikasi suruh daftar cek sehat gratis ultah februari pas daftar pilih jenis kelamin sok useless;jelek banget aplikasi suruh daftar cek sehat gratis ultah februari pas daftar pilih jenis kelamin sok useless;-6.0;Negatif
2025-02-25 05:03:35;Hubungi helpdesk mulu, ngeselin;Hubungi helpdesk mulu ngeselin;hubungi helpdesk mulu ngeselin;hubungi helpdesk mulu mengesalkan;['hubungi', 'helpdesk', 'mulu', 'mengesalkan'];['hubungi', 'helpdesk', 'mulu', 'mengesalkan'];hubung helpdesk mulu kesal;hubung helpdesk mulu kesal;7.0;Positif
2025-02-25 04:13:46;Aplikasi ini membuat saya emosi sudah beberapa kali daftar tp tidak bisa juga di gunakan email dan sandi benar tp tida bisa juga di gunakan;Aplikasi ini membuat saya emosi sudah beberapa kali daftar tp tidak bisa juga di gunakan email dan sandi benar tp tida bisa juga di gunakan;aplikasi ini membuat saya emosi sudah beberapa kali daftar tp tidak bisa juga di gunakan email dan sandi benar tp tida bisa juga di gunakan;aplikasi ini membuat saya emosi sudah beberapa kali daftar tapi tidak bisa juga di gunakan email dan sandi benar tapi tida bisa juga di gunakan;['aplikasi', 'ini', 'membuat', 'saya', 'emosi', 'sudah', 'beberapa', 'kali', 'daftar', 'tapi', 'tidak', 'bisa', 'juga', 'di', 'gunakan', 'email', 'dan', 'sandi', 'benar', 'tapi', 'tida', 'bisa', 'juga', 'di', 'gunakan'];['aplikasi', 'emosi', 'kali', 'daftar', 'email', 'sandi', 'tida'];aplikasi emosi kali daftar email sandi tida;aplikasi emosi kali daftar email sandi tida;0.0;Netral
2025-02-25 04:10:59;Gak bisa login, padahal otp nya udah di kirim ke email Tapi ga ada lanjutannya untuk masukin kode otp;Gak bisa login padahal otp nya udah di kirim ke email Tapi ga ada lanjutannya untuk masukin kode otp;gak bisa login padahal otp nya udah di kirim ke email tapi ga ada lanjutannya untuk masukin kode otp;tidak bisa login padahal otp ya sudah di kirim ke email tapi tidak ada lanjutannya untuk memasuki kode otp;['tidak', 'bisa', 'login', 'padahal', 'otp', 'ya', 'sudah', 'di', 'kirim', 'ke', 'email', 'tapi', 'tidak', 'ada', 'lanjutannya', 'untuk', 'memasuki', 'kode', 'otp'];['login', 'otp', 'ya', 'kirim', 'email', 'lanjutannya', 'memasuki', 'kode', 'otp'];login otp ya kirim email lanjut pasuk kode otp;login otp ya kirim email lanjut pasuk kode otp;7.0;Positif
2025-02-25 03:27:57;Gimana lihat Kartu KIS di aplikasi ini? Kmaren² waktu masih Mobole JKN itu lihat Kartu KIS entang² aj, sekarang kok makin ribet ya;Gimana lihat Kartu KIS di aplikasi ini Kmaren waktu masih Mobole JKN itu lihat Kartu KIS entang aj sekarang kok makin ribet ya;gimana lihat kartu kis di aplikasi ini kmaren waktu masih mobole jkn itu lihat kartu kis entang aj sekarang kok makin ribet ya;bagaimana lihat kartu kis di aplikasi ini kemarin waktu masih mobole jkn itu lihat kartu kis entang saja sekarang kok makin ribet ya;['bagaimana', 'lihat', 'kartu', 'kis', 'di', 'aplikasi', 'ini', 'kemarin', 'waktu', 'masih', 'mobole', 'jkn', 'itu', 'lihat', 'kartu', 'kis', 'entang', 'saja', 'sekarang', 'kok', 'makin', 'ribet', 'ya'];['lihat', 'kartu', 'kis', 'aplikasi', 'kemarin', 'mobole', 'jkn', 'lihat', 'kartu', 'kis', 'entang', 'ribet', 'ya'];lihat kartu kis aplikasi kemarin mobole jkn lihat kartu kis entang ribet ya;lihat kartu kis aplikasi kemarin mobole jkn lihat kartu kis entang ribet ya;2.0;Positif
2025-02-25 02:44:59;"medical check up gratis??? helleh sampe puskesmas mereka gk ngerti apa""";medical check up gratis helleh sampe puskesmas mereka gk ngerti apa;medical check up gratis helleh sampe puskesmas mereka gk ngerti apa;medical check up gratis helleh sampai puskesmas mereka tidak mengerti apa;['medical', 'check', 'up', 'gratis', 'helleh', 'sampai', 'puskesmas', 'mereka', 'tidak', 'mengerti', 'apa'];['medical', 'check', 'up', 'gratis', 'helleh', 'puskesmas', 'mengerti'];medical check up gratis helleh puskesmas erti;medical check up gratis helleh puskesmas erti;7.0;Positif
2025-02-25 02:36:10;Makin di update makin susah buat masuknya, hadehh;Makin di update makin susah buat masuknya hadehh;makin di update makin susah buat masuknya hadehh;makin di update makin susah buat masuknya hadehh;['makin', 'di', 'update', 'makin', 'susah', 'buat', 'masuknya', 'hadehh'];['update', 'susah', 'masuknya', 'hadehh'];update susah masuk hadehh;update susah masuk hadehh;-6.0;Negatif
2025-02-25 02:19:59;hasil CKG nya ga bisa diakses padahal puskesmasnya udah ngedata tapi ga masuk hasilnya ke app 😭😭😭;hasil CKG nya ga bisa diakses padahal puskesmasnya udah ngedata tapi ga masuk hasilnya ke app;hasil ckg nya ga bisa diakses padahal puskesmasnya udah ngedata tapi ga masuk hasilnya ke app;hasil ckg ya tidak bisa diakses padahal puskesmasnya sudah ngedata tapi tidak masuk hasilnya ke app;['hasil', 'ckg', 'ya', 'tidak', 'bisa', 'diakses', 'padahal', 'puskesmasnya', 'sudah', 'ngedata', 'tapi', 'tidak', 'masuk', 'hasilnya', 'ke', 'app'];['hasil', 'ckg', 'ya', 'diakses', 'puskesmasnya', 'ngedata', 'masuk', 'hasilnya', 'app'];hasil ckg ya akses puskesmas ngedata masuk hasil app;hasil ckg ya akses puskesmas ngedata masuk hasil app;9.0;Positif
2025-02-25 02:17:14;Gak bisa di buka;Gak bisa di buka;gak bisa di buka;tidak bisa di buka;['tidak', 'bisa', 'di', 'buka'];['buka'];buka;buka;3.0;Positif
2025-02-24 20:48:51;lama banget lah, gada respon hepldesk . cuman mau donlot kartu vaksin ini. email/no lama mana inget. menyusahkan. padahal dulu ga seribet ini;lama banget lah gada respon hepldesk cuman mau donlot kartu vaksin ini emailno lama mana inget menyusahkan padahal dulu ga seribet ini;lama banget lah gada respon hepldesk cuman mau donlot kartu vaksin ini emailno lama mana inget menyusahkan padahal dulu ga seribet ini;lama banget lah tidak ada respon hepldesk cuman mau donlot kartu vaksin ini emailno lama mana ingat menyusahkan padahal dulu tidak seribet ini;['lama', 'banget', 'lah', 'tidak', 'ada', 'respon', 'hepldesk', 'cuman', 'mau', 'donlot', 'kartu', 'vaksin', 'ini', 'emailno', 'lama', 'mana', 'ingat', 'menyusahkan', 'padahal', 'dulu', 'tidak', 'seribet', 'ini'];['banget', 'respon', 'hepldesk', 'cuman', 'donlot', 'kartu', 'vaksin', 'emailno', 'menyusahkan', 'seribet'];banget respon hepldesk cuman donlot kartu vaksin emailno susah seribet;banget respon hepldesk cuman donlot kartu vaksin emailno susah seribet;0.0;Netral
2025-02-24 08:45:23;Mantap;Mantap;mantap;mantap;['mantap'];['mantap'];mantap;mantap;5.0;Positif
2025-02-24 07:22:31;Alhamdulillah barokalloh terima kasih aamiin;Alhamdulillah barokalloh terima kasih aamiin;alhamdulillah barokalloh terima kasih aamiin;alhamdulillah barokalloh terima kasih amin;['alhamdulillah', 'barokalloh', 'terima', 'kasih', 'amin'];['alhamdulillah', 'barokalloh', 'terima', 'kasih', 'amin'];alhamdulillah barokalloh terima kasih amin;alhamdulillah barokalloh terima kasih amin;12.0;Positif
2025-02-24 06:50:35;mau login ribet banget ga bisa2, pake nomer/email ga bisa. pinnya juga apalagi gatau (dulu gaada keknya cuman kata kunci). mau bikin akun baru juga katanya udah terdaftar tapi mau login aja susah. entah captcha salah atau apalah. padahal mau download sertifikat vaksin buat kerja. dicoba berulang-ulang juga nanti akun disuspend ah elah.;mau login ribet banget ga bisa pake nomeremail ga bisa pinnya juga apalagi gatau dulu gaada keknya cuman kata kunci mau bikin akun baru juga katanya udah terdaftar tapi mau login aja susah entah captcha salah atau apalah padahal mau download sertifikat vaksin buat kerja dicoba berulangulang juga nanti akun disuspend ah elah;mau login ribet banget ga bisa pake nomeremail ga bisa pinnya juga apalagi gatau dulu gaada keknya cuman kata kunci mau bikin akun baru juga katanya udah terdaftar tapi mau login aja susah entah captcha salah atau apalah padahal mau download sertifikat vaksin buat kerja dicoba berulangulang juga nanti akun disuspend ah elah;mau login ribet banget tidak bisa pakai nomeremail tidak bisa pinnya juga apalagi tidak tau dulu tidak ada kayaknya cuman kata kunci mau bikin akun baru juga katanya sudah terdaftar tapi mau login saja susah entah captcha salah atau apalah padahal mau download sertifikat vaksin buat kerja dicoba berulangulang juga nanti akun disuspend ah elah;['mau', 'login', 'ribet', 'banget', 'tidak', 'bisa', 'pakai', 'nomeremail', 'tidak', 'bisa', 'pinnya', 'juga', 'apalagi', 'tidak', 'tau', 'dulu', 'tidak', 'ada', 'kayaknya', 'cuman', 'kata', 'kunci', 'mau', 'bikin', 'akun', 'baru', 'juga', 'katanya', 'sudah', 'terdaftar', 'tapi', 'mau', 'login', 'saja', 'susah', 'entah', 'captcha', 'salah', 'atau', 'apalah', 'padahal', 'mau', 'download', 'sertifikat', 'vaksin', 'buat', 'kerja', 'dicoba', 'berulangulang', 'juga', 'nanti', 'akun', 'disuspend', 'ah', 'elah'];['login', 'ribet', 'banget', 'pakai', 'nomeremail', 'pinnya', 'tau', 'kayaknya', 'cuman', 'kunci', 'bikin', 'akun', 'terdaftar', 'login', 'susah', 'captcha', 'salah', 'apalah', 'download', 'sertifikat', 'vaksin', 'kerja', 'dicoba', 'berulangulang', 'akun', 'disuspend', 'ah', 'elah'];login ribet banget pakai nomeremail pin tau kayak cuman kunci bikin akun daftar login susah captcha salah apa download sertifikat vaksin kerja coba berulangulang akun disuspend ah elah;login ribet banget pakai nomeremail pin tau kayak cuman kunci bikin akun daftar login susah captcha salah apa download sertifikat vaksin kerja coba berulangulang akun disuspend ah elah;-12.0;Negatif
